class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,14,18,18,0,0,0,0,0,0,3908,2896,1576,0,0,0,2790,0,0,0,550,1406,8580,5700,32122,854,0,0,0,0,18,20,0,0,0,0,0,0,0,1680,6700,0,102,10,34,434,626,636,6538,0,0,0,6822,622,74,32,82,122,78,408,44,96,41282,2,6,14,0,2790,202,28502,3588,,,,31860,13.61,41282,41282,41178,29,0,3948,40960,8454,1209600,414,6,12,0,3456.96,186.24,3753.6,2,12,0,0,3238,2518,1696,924,4,0,0,0,2,8,41282,1098,12,24,16,14,1750,4488,952,26,0,4,22,3426,246,0,0,0,0,3968,128,86,0,0,40,336,0,0,0,0,236,0,0,170,192,46,14,12160,1202,8806,16,0,0,0,107.12,62,5262,2950,26,12,16,30,28,56,0,0,0,0
neg,196,112,,0,0,0,0,0,0,72,14652,2436,0,0,0,7008,0,0,0,0,0,14318,11266,36240,1204,0,0,0,0,48,14,0,0,0,0,0,0,0,3616,13544,0,1054,42,48,36,242,15738,0,0,0,0,9272,6030,882,198,94,68,112,358,140,6,50590,6,2,0,0,7008,336,32922,3266,1310700,1310700,1310700,35980,196.19,50590,50590,54798,65,232,4912,50380,17160,1209600,0,,,,11775.36,208.32,4570.56,,,0,0,0,9762,6700,566,104,28,0,0,,96,50590,1056,12,466,938,738,12200,1750,0,0,0,,,,,,,,,,70,52,0,0,4050,634,0,0,0,0,252,0,2,9660,1502,528,86,20180,2274,53204,44,0,0,0,,,5898,3418,1038,424,496,236,296,5268,86,0,0,0
neg,40978,736,648,0,0,0,0,0,0,6558,352708,1852708,563190,12082,0,1247310,0,0,0,0,0,2451470,2069478,550138,328204,0,0,0,0,1328,1736,0,0,0,0,0,5956,911140,669700,1200450,0,2810,2426,4202,377960,2080480,319348,18,2,0,0,917568,734896,233720,165442,155846,286814,292960,0,0,0,3002218,0,32,396,46,1247310,42144,310828,236018,204420,244760,,94620,40978.53,3002218,3002218,3006906,17444,9814,54370,576520,2787246,1209600,95014,2,74,0,2347435.2,0.0,437427.84,0,0,0,0,0,43286,563306,1406778,736606,30964,5474,832,594,602,3002218,4260,642,67520,309394,97790,1249692,1032198,25616,134,0,736,2430,2295242,36892,0,6108,0,14,2392460,2204,342,0,0,0,0,0,0,0,0,22994,37992,12496,0,0,76970,17236,4019220,700158,0,0,0,0,1250570,1468.62,1436,465688,484268,366470,192708,398226,293506,202542,172002,191996,19840,0,0
neg,27798,2130706432,622,0,0,0,0,0,0,2770,423528,1110080,624680,46346,3152,933064,0,0,0,0,0,1876436,1538152,425336,299188,0,0,0,0,2784,472,0,0,0,0,0,122892,1040392,957798,89474,0,1188,232,462,596,36410,2171508,160,0,0,0,822310,654620,251708,165440,112326,76494,70182,56080,1396,0,2302134,42,162,364,44,933064,30272,168438,255074,259200,,,162300,27798.01,2302134,2302134,2300342,11278,856,106300,1088180,2210556,1209600,77962,2,72,0,1841576.64,44888.64,322340.16,0,292,0,0,0,231134,676728,954986,332088,13250,2292,78,6,14,2302134,2690,386,8018,197050,142230,1269720,573376,16772,314,0,944,1778,1846020,3970,0,194,0,8,1873664,1598,258,0,0,130,44950,0,0,0,0,17388,14782,6902,0,0,52026,11820,7835400,787922,193546,3390,0,0,26798020,853.0,890,385810,673430,205042,106562,233598,206250,167930,102640,125652,3642,0,0
neg,30180,462,424,0,0,0,0,0,0,22420,375860,1106780,608162,67166,13038,962712,0,0,0,0,0,1860710,1512630,437794,293692,0,0,42,0,1990,280,0,0,0,0,0,12878,981268,1193244,6036,0,2102,2166,4428,118878,1472926,579874,12870,180,0,2,785292,389042,142798,103706,71720,62066,116056,515894,6852,0,2299108,46,1516,442,28,962712,30754,203244,231688,234980,,,197520,30180.23,2299108,2299108,2287344,18400,3268,104504,1083700,2193426,1209600,73938,0,46,0,1818188.16,0.0,373530.24,0,0,0,0,0,112046,535480,960368,547528,33704,3958,342,10,18,2299108,3520,486,56374,160654,92058,1533958,330230,16014,132,0,646,926,1825694,450056,0,194,0,24,1842950,1450,158,0,0,0,0,0,0,0,0,18732,20278,4144,0,0,58196,8250,47540,20664,0,0,0,0,414560,1152.72,1090,387926,398492,343302,171110,374304,348232,120106,36596,13344,14,0,0
neg,34514,0,,0,0,0,0,0,0,7348,807166,2878748,883822,15258,0,2287900,0,0,0,0,0,4247418,3461572,1716202,506362,0,0,0,0,0,0,0,0,0,0,0,86,72322,4518068,1866,0,24288,18328,13036,15680,1192678,3318876,7520,12,0,1924,2107204,663426,429082,377300,335600,285620,213646,156682,23538,244,5966308,0,282,192,140,2287900,73020,1156570,548460,345760,333480,325640,390420,34514.62,5966308,5966308,5801376,26912,187272,95680,1099600,4592342,1209600,0,,,,4073682.24,0.0,505044.48,,,0,0,0,61092,1850450,2080080,516496,73118,11084,22,,246,5966308,11426,3030,310968,205806,327772,3502288,228150,2896,6,0,,,,,,,,,,6862,896,0,0,0,0,0,0,0,0,58814,12908,2340,0,0,118856,13506,15710980,2136870,0,0,0,0,33514780,,,540766,2907642,575376,271830,238330,39360,2796,2616,13592,34,0,0
neg,40844,240,218,0,0,0,0,0,0,2622,155276,1678622,960992,57754,3904,1155708,0,0,0,0,0,2539148,2191608,499194,295216,0,0,0,0,356,104,0,0,0,0,0,35868,1044826,1157084,621392,0,1706,864,1318,87114,1872916,895106,146,0,0,0,1065504,734552,269620,191288,158344,133632,149664,156566,0,0,3038988,54,70,350,16,1155708,31076,255934,240020,187980,211080,,93360,40844.87,3038988,3038988,3042440,16772,532,57944,612440,2859170,1209600,83782,2,38,0,2299976.64,0.0,556878.72,0,0,0,0,0,20236,629374,1607300,557150,39540,5122,448,114,118,3038988,4296,464,52824,279494,193710,1888966,427990,11360,66,0,498,316,2314956,47740,0,308,0,10,2322350,1884,372,0,0,0,0,0,0,0,0,18570,33118,6350,0,0,81144,14450,17400,3202,0,0,0,0,844870,993.1,1238,580446,453960,312316,162818,364692,363644,319050,160730,138774,2740,0,0
neg,32954,2130706436,142,144,174,0,0,0,154,502228,1102342,311482,56510,3404,26,880622,0,0,0,3110,4044,1799776,1600528,459034,159584,0,0,0,0,80,162,0,0,0,0,0,0,84010,1153708,738428,0,1702,1924,4210,9404,13402,1111382,834122,0,0,0,856882,420092,249860,127878,84708,61224,47028,37756,21178,69540,2262282,856,4774,454,0,880622,21288,286862,171564,247720,,,207600,32953.34,2262282,2262282,2239540,9717,2246,102370,1048820,1982724,1209600,67744,2,54,0,1697518.08,0.0,282184.32,132,596,0,0,5574,163308,672488,676936,262762,161812,32894,372,6,16,2262282,4332,366,119094,219144,42488,1021740,559708,9246,28,0,112,246,1711576,990500,0,60,0,0,1716164,2204,350,0,0,0,0,0,0,0,0,10862,1168,648,3984884,481918,59548,10338,4673680,474392,2216664,23902,0,0,2953370,8.76,1386,300634,292346,147760,70362,136494,76852,211230,716122,24346,0,0,0
neg,38802,2130706432,880,0,0,0,0,0,0,1504,689764,1668298,504314,64304,292,1268902,0,0,0,0,0,2596392,2232516,456414,311406,0,0,0,0,962,152,0,0,0,0,0,0,453706,2474766,4,0,1492,366,548,904,60640,2862936,1566,22,0,2,1023410,478768,262454,233708,234064,246996,428038,21038,0,0,3053334,0,0,48,8,1268902,34092,190950,263938,179560,189320,,81680,38802.23,3053334,3053334,3070122,16036,21282,58636,628060,2928476,1209600,27472,2,110,0,2395832.64,0.0,527304.96,0,248,0,0,0,44496,670386,1360808,749572,91724,10216,1274,18,18,3053334,4014,668,10450,501350,112444,1414184,876866,8500,0,0,1588,946,2216310,76838,0,42936,0,30,2442866,926,352,0,0,0,0,0,0,0,0,19234,5940,2288,0,0,17102,3518,1948280,270998,0,0,0,0,0,1072.1,1324,552616,711310,365182,177762,322592,258218,167310,116900,237750,18836,0,0
neg,64182,0,,0,0,0,0,0,0,5734,998096,3394464,761286,30066,0,2406550,0,0,0,0,0,4592036,4066550,851514,395244,0,0,0,0,0,0,0,0,0,0,0,0,2145008,963174,2081464,0,8322,4842,4542,7254,804864,4350534,9280,8,0,0,2682824,744398,394858,263912,203172,225142,466402,208938,0,0,5445200,40,146,104,84,2406550,67614,362610,485986,178300,179680,173220,92220,64181.32,5445200,5445200,5351412,27174,615636,50100,589980,5189646,1209600,0,,,,4211704.32,80502.72,890942.4,0,0,0,0,0,172578,2498710,2083722,389102,41278,4240,16,,0,5445200,5928,1278,395866,700274,472448,3436758,172674,4414,6,0,,,,,,,,,,6010,216,0,0,1410,81350,0,0,0,0,36660,34796,8614,0,0,194192,26602,7973440,878564,0,0,0,0,6124350,2275.94,3592,1028752,1392592,486914,198038,673208,968692,300746,76330,63194,1180,0,0
neg,300,,,0,0,0,0,0,0,22408,11364,1078,0,0,0,11904,0,0,,140,574,27354,20796,22592,2970,,0,0,0,142,142,0,0,0,0,0,0,0,8822,26028,0,1254,30,50,48,424,33042,2,0,0,0,14098,8024,3270,1888,1654,1526,1256,930,1196,1008,50128,,,0,0,11904,700,13112,9404,0,0,0,22200,300.41,50128,50128,,145,,,49680,,1209600,0,,,,,,,,,0,0,1178,27126,4898,1130,404,108,6,0,,,50128,1230,32,470,2002,2244,15612,11780,1480,0,0,,,,,,,,,,134,,,,,,,,,,478,,,,,,,,,,,,,,,,12380,9712,2362,526,664,4200,2188,2788,30,0,,
neg,24,0,12,0,0,0,0,0,0,236,4880,5530,0,0,0,4708,0,0,0,0,0,11632,6026,10664,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10646,0,186,48,90,744,340,8582,656,0,0,0,8948,826,128,52,48,100,20,422,12,90,22370,0,0,0,0,4708,382,6344,4272,,,,10180,24.79,22370,22370,21512,44,0,1900,21860,10780,1209600,0,2,6,0,5717.76,0.0,4050.24,6,46,0,0,198,3884,5298,1266,0,0,0,0,0,0,22370,1042,12,36,72,508,8220,754,2,0,0,16,144,6966,30,0,0,0,0,7126,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,120,5416,4784,164,40,110,68,56,8,0,0,0,0
neg,4622,2130706432,106,0,0,0,0,0,0,4700,120546,183726,5016,0,0,124746,0,0,0,0,0,297624,272646,32974,18658,0,0,0,0,166,60,0,0,0,0,0,8538,195034,76856,33560,0,1518,262,534,786,9718,301164,6,0,0,0,135690,107882,34286,15676,7570,4676,4392,3816,0,0,330672,10,16,18,2,124746,3218,18068,14804,,,,32100,4621.29,330672,330672,340972,1207,152,32664,329660,313988,1209600,9704,2,14,0,272772.48,0.0,39705.6,2,76,0,0,0,44984,175972,86432,5152,1278,170,0,0,6,330672,1864,56,2636,26978,13254,129492,131876,7784,48,0,218,158,273406,3668,0,276,0,12,275858,274,62,0,0,0,18,0,0,0,0,1760,3670,1004,0,0,10828,2024,1157160,115888,0,0,0,0,0,184.94,198,44148,63752,43098,25026,43164,28864,22198,13582,27520,2636,0,0
neg,12304,0,,0,0,0,0,0,6748,63114,367074,244470,197052,6766,0,438224,0,0,0,9036,11626,798878,734884,182772,55872,0,0,0,0,0,0,0,0,0,0,0,36602,439798,162532,246292,0,2650,428,2824,29370,492730,335680,21540,2,0,0,331284,132714,77726,62216,48684,43648,54242,91210,37776,5724,990804,38,26,82,54,438224,9912,122384,60162,1310700,1310700,1310700,181200,12303.02,990804,990804,990156,6480,70098,98028,988840,885224,1209600,0,,,,735822.72,0,146010.24,,,0,756,55142,168080,238876,264174,149376,7454,1286,80,,2112,990804,2624,140,47482,62926,72356,586990,109252,3452,2,0,,,,,,,,,,626,54,0,0,0,0,0,0,0,0,5898,10258,1706,0,0,21612,3438,1077020,259356,0,678,0,0,11303010,,,152976,178560,109158,54260,126846,112536,86052,36538,28272,26,0,0
neg,274,32,26,0,0,0,0,0,296,14208,25744,1012,0,0,0,15416,0,0,0,2996,5326,31796,26202,13364,2954,0,0,0,0,30,38,0,0,0,0,0,0,0,23744,17516,0,1212,18,16,36,30,7622,32312,14,0,0,29526,7310,1818,948,654,332,414,132,42,84,48242,8,2,10,0,15416,546,2462,10588,,,,12560,273.25,48242,48242,47290,125,0,4404,47600,41396,1209600,1174,0,22,0,20334.72,0.0,20048.64,2,32,0,0,12356,13838,7406,3976,3670,14,0,0,4,24,48242,1202,60,384,924,2516,10138,24028,1974,34,0,50,94,23202,1454,0,10,0,0,23206,164,154,0,0,0,0,0,0,0,0,592,74,12,0,0,548,88,320,26,0,0,0,0,0,174.72,134,21220,7904,2938,728,1904,3336,2258,972,0,0,0,0
neg,40568,1130,1074,0,0,0,0,0,0,756,284270,2340448,840294,35848,72,1412018,0,0,0,0,0,3301386,2882222,1294914,320596,0,0,0,0,1528,406,0,0,0,0,0,374,3362434,137406,1474,0,4918,1508,1780,18060,2554182,920730,492,18,0,0,1748750,668670,359468,298692,280898,138828,6382,0,0,0,4597092,0,32,380,38,1412018,46580,963568,328680,354220,356220,357640,219000,40567.05,4597092,4597092,4574972,11972,19406,88754,959080,3501688,1209600,158830,2,176,0,2611800.0,0.0,869054.4,0,0,0,0,0,10948,809690,1870544,715698,79694,13750,1364,92,110,4597092,7736,798,31846,745542,230276,2067952,411784,5754,0,0,1682,910,2646500,117576,0,4856,0,24,2656226,5116,466,0,0,0,0,0,0,0,0,22912,21582,4514,0,0,98778,40828,11700,7888,0,0,0,0,567050,1649.54,1890,933642,802040,431292,154382,315072,283808,217876,166996,194862,1718,0,0
neg,58432,118,114,0,0,0,0,0,0,17792,716820,1959810,569058,10238,0,1368334,0,0,0,0,0,2992714,2694212,406258,268238,0,0,0,0,110,42,0,0,0,0,0,102616,1412222,1020514,738366,0,1284,994,1380,6876,1780518,1482622,42,2,0,0,856226,931568,459158,313726,216126,158730,176722,161090,372,0,3399260,20,34,56,4,1368334,33168,261680,142210,128740,172560,,101240,58432.88,3399260,3399260,3415098,20582,1334,96196,975840,3273718,1209600,70578,2,40,0,2983013.76,0.0,289060.8,0,0,0,0,472,259728,1359688,1490136,146848,14088,2744,14,10,16,3399260,2706,346,15628,204218,63318,2074380,901290,11754,78,0,208,204,2938974,22694,0,7804,0,18,2995262,1088,136,0,0,0,0,0,0,0,0,17346,63904,22320,0,0,68626,13924,9451840,950486,0,0,0,0,18748480,556.16,732,303732,314062,283472,178704,537980,720644,705954,228548,622,0,0,0
neg,195126,410,256,0,0,0,0,0,0,0,0,0,0,0,0,5501828,0,198,0,375346,541334,9908848,9117302,2826788,878620,0,0,0,0,714,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13113888,2776,1760,3764,0,5501828,173390,1825808,992662,268020,268460,274360,274380,195126.52,13113888,13113888,268,0,4320,85096,989740,0,1209600,378824,878,244,0,10560183.36,0.0,957717.12,0,0,0,0,0,0,0,0,0,0,0,0,80,88,13113888,0,0,0,0,0,0,0,0,0,0,376,4040,10505926,1352756,0,476,0,0,10678972,10068,294,0,0,0,0,0,0,0,0,90588,63776,14014,24977202,3315032,486336,66386,34320,8082,12280846,113852,0,0,1786550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,35064,878,820,0,0,0,0,0,116096,1508114,1042868,133106,202,0,0,1112272,0,0,0,104036,160656,2350382,2105142,718782,248632,2,0,0,0,392,4366,0,0,0,0,0,0,13430,1492612,1294344,0,2470,416,646,1188,73124,2722494,48,0,0,0,891936,1190242,389462,142180,67670,36952,25352,32446,22646,1500,3174270,1296,1458,480,6,1112272,37172,366160,349852,264400,315780,,130120,35064.26,3174270,3174270,3172044,10240,0,69228,745980,2800386,1209600,110088,2,170,0,2161391.04,0,635946.24,0,698,0,20566,733922,1494740,457944,70198,18098,4748,170,0,0,48,3174270,6368,896,2276,477960,144808,685698,1433682,48490,208,0,578,9830,2196776,469194,0,226,0,0,2197864,3768,4248,0,0,0,0,0,0,0,0,20458,5464,1520,4986558,579732,120290,16104,12017020,1202576,3082286,34016,0,0,34064230,1632.6,1888,678418,642924,294140,103630,168448,207498,199984,498094,7250,0,0,0
neg,4514,176,162,0,0,0,0,0,0,142,19024,180512,96548,1484,0,140158,0,0,0,0,0,268000,237274,54836,20798,0,0,0,0,462,118,0,0,0,0,0,0,98622,199084,0,0,378,158,224,2152,142812,151760,222,0,0,0,127716,79826,25646,17828,13428,9872,9272,14118,0,0,322946,68,428,94,0,140158,4224,25982,28454,,,,53840,4513.7,322946,322946,323566,1539,0,31422,321960,297726,1209600,7884,0,22,0,241650.24,0.0,55726.08,0,0,0,0,0,9768,82712,168544,34160,2318,204,0,2,6,322946,670,74,1760,25328,18032,110414,137992,3370,66,0,280,408,241692,47818,24,84,0,0,245254,268,74,0,0,0,10,0,0,0,0,2170,2464,456,0,0,8798,2096,4600,706,0,0,0,0,0,261.06,228,58146,43190,28726,11712,26512,66342,15852,11852,33480,1894,0,0
neg,6692,0,,0,0,0,0,0,0,7646,232496,145014,12352,0,0,176418,0,0,0,0,0,395122,381464,53126,7926,0,0,0,0,0,0,0,1654,5216,5188,12150,16456,113884,98768,144192,0,1570,52,94,96,9108,385640,948,0,0,0,132084,207354,34798,12634,5416,2082,1210,1348,516,66,448308,22,8,1100,0,176418,2370,39888,13136,1310700,1310700,1310700,52500,6692.07,448308,448308,451834,1060,61368,44486,447480,397508,1209600,0,,,,364588.8,0.0,31223.04,,,0,0,0,103652,206458,84452,2500,432,14,0,,0,448308,1526,48,164,21394,47418,167468,154024,5392,74,0,,,,,,,,,,316,34,0,0,0,0,0,0,0,0,1136,1876,302,0,0,9354,1514,1932380,205050,0,0,0,0,5692070,,,35554,36700,38090,58910,115612,72028,24236,11722,4636,20,0,0
neg,1260,106,90,0,0,0,0,0,0,104,24426,59866,138,0,0,36696,0,0,0,0,0,82654,75454,14236,4136,0,0,0,0,190,46,0,0,0,0,0,0,52956,31578,0,0,144,24,36,52,10974,73294,10,0,0,0,35970,40300,6404,1484,234,88,46,8,0,0,96918,2,16,2176,0,36696,690,7952,6252,,,,13980,1260.84,96918,96918,99358,248,0,9474,96640,84534,1209600,1760,0,12,0,67645.44,0.0,16779.84,0,0,0,0,0,8270,59176,15770,978,278,62,0,22,28,96918,212,22,48,3694,4300,12438,61356,2396,68,0,154,194,68754,51064,0,4,0,28,68902,98,32,0,0,0,0,0,0,0,0,406,148,46,0,0,614,126,900,90,0,0,0,0,260840,114.42,74,17980,8464,3658,2334,9334,42438,320,6,0,0,0,0
pos,447342,754,52,0,0,0,36274,649860,5252022,10662594,10429872,2899670,375444,17708,0,11558354,938,0,0,2331786,4150900,20958526,18225782,15491822,4249862,0,0,0,0,11130,2914,0,0,0,0,0,0,33512,11706188,18562478,21266,37098,10662,23062,37956,1026426,22787478,2908962,3491592,178,30,10310496,6424414,2453080,1785744,1416914,1209352,1081450,1022310,592496,4027188,38785256,26446,25784,11406,12,11558354,396364,9608764,5870656,622600,599500,625140,27240,447342.6,38785256,38785256,38454998,191708,20,87998,43440,30338198,1209600,1032094,0,106,0,25496987.52,0.0,4760547.84,6162,10902,158598,955776,3168498,4350558,8325446,6033816,4321554,2351624,527978,129596,20,400,38785256,47496,6474,3458382,1435424,2647132,21528450,1167450,32554,82,0,134,20,3461362,1132644,0,0,0,0,3547356,41774,30912,0,0,0,0,0,0,0,0,294332,190030,47836,62618450,12997032,1135184,203150,678820,73594,26779914,6204,0,0,66656950,14343.54,14174,4984892,4529906,3426036,1826992,4891544,8805304,1575984,232452,50278,56,0,0
neg,434,20,16,0,0,0,0,178,22360,4808,3036,1510,0,0,0,5280,0,0,0,11172,15370,16902,21930,16778,1360,0,0,0,0,28,26,0,0,0,0,0,0,0,25384,6508,0,1236,40,74,58,1498,28986,0,0,0,0,10244,7774,9678,2680,746,512,252,6,0,0,44926,28,20,20,0,5280,434,9654,7078,,,,16280,433.87,44926,44926,45098,148,0,4248,44360,31892,1209600,812,0,10,0,24167.04,0.0,6717.12,0,16,174,22454,3304,3694,1672,302,292,0,0,0,0,4,44926,1152,34,332,250,812,5428,21860,2016,8,0,18,60,23096,7878,0,0,0,0,24832,168,56,0,0,0,0,0,0,0,0,622,0,0,0,0,482,86,1860,186,0,0,0,0,0,302.52,106,8208,5184,1626,616,2464,2104,7170,4520,0,0,0,0
neg,29786,0,,0,0,0,0,0,0,502,157056,1229842,671580,18240,1368,982184,0,0,0,0,0,1897130,1734262,253054,123896,0,0,0,0,0,0,0,326,19064,17524,27552,36124,602436,793160,582402,0,5222,8878,13256,30452,1328738,691740,302,0,0,0,843198,315696,345150,233290,137154,121478,82056,566,0,0,2150616,0,0,102,100,982184,19930,105514,145974,158640,,,89780,29785.15,2150616,2150616,2128622,11576,127742,91022,936200,2078588,1209600,0,,,,1797403.2,314.88,276419.52,0,0,0,0,0,23722,425064,1045258,522486,55490,6236,332,,0,2150616,3560,432,108242,113926,93896,1542018,209712,6802,0,0,,,,,,,,,,1542,54,0,0,0,318,0,0,0,0,11282,19828,3548,0,0,53984,8184,5474020,873248,0,0,0,0,28785540,788.54,1044,290538,395028,286302,166456,395574,398432,106302,23674,16230,52,0,0
pos,78920,,,0,0,0,28762,241506,1137122,1612512,2354168,990928,92000,3510,0,3012238,0,0,,779694,1062206,6312636,6394512,1083494,375974,52,0,0,0,3436,2304,0,0,0,0,0,0,0,1002584,5457924,0,17984,3948,5504,7154,54298,4440164,561626,1369830,0,0,3450608,1065188,886766,490084,244938,151370,75260,61714,28078,6502,8181344,548,190,1104,0,3012238,99590,335088,741518,130580,132020,189460,89280,78920.41,8181344,8181344,8060622,22031,0,,881980,7802262,1209600,281080,,,,4879546.56,1295494.08,1601752.32,24,3840,145148,505000,1062576,1013322,1343272,1301064,790242,269836,28058,1990,,7722,8181344,26010,3224,4538,1462954,546762,2306136,1832674,278210,0,0,,,,,,,,,,17988,3526,,,,,,,,,60566,10676,2648,0,0,302954,61142,0,0,0,0,0,0,,,7504,2438740,1380370,678712,165322,249616,180542,207062,530202,583852,46090,0,0
neg,48866,58,52,0,0,0,0,0,0,7356,1404900,1646108,207580,18998,2054,1437996,0,0,0,0,0,2829836,2319004,699304,436320,0,0,0,0,386,120,0,0,0,0,0,0,1207836,1165744,913416,0,2252,1080,1954,515908,2456010,309788,4,0,0,0,966454,874110,353378,243434,184900,150544,245584,268540,52,0,3529656,2216,4316,1400,24,1437996,48284,404224,292774,238720,246300,,208220,48865.64,3529656,3529656,3523752,21973,46852,106154,1103440,3286996,1209600,102632,0,78,0,2991932.16,37.44,292760.64,0,0,0,0,0,176190,1934794,1040748,116968,13330,4578,388,482,496,3529656,3866,548,28192,229276,80734,2323594,594416,26064,306,0,84,296,1531298,450690,0,156632,0,58,3019024,1906,112,0,0,0,40,0,0,0,0,27712,38616,9684,0,0,116852,16132,5983040,787494,0,0,0,0,9029150,1189.74,1190,319494,519972,492894,441424,1388422,123932,794,32,32,0,0,0
neg,41256,320,286,0,0,0,0,0,0,848,226446,1916958,661958,87286,3360,1474138,0,0,0,0,0,2583940,2278356,500160,251658,0,0,0,0,792,158,0,0,0,0,0,95738,1354134,1150372,296612,0,2112,1402,1682,90330,2100630,700624,76,0,0,0,1125280,403608,189822,181310,213348,236614,278992,267870,12,0,3084698,188,116,214,6,1474138,40690,279478,219348,173200,232680,,88760,41255.87,3084698,3084698,3080708,22353,1076,62586,658480,2896856,1209600,86178,0,92,0,2481053.76,0,413767.68,0,0,0,0,0,2122,461296,1632128,754192,40054,6462,602,22,26,3084698,4040,494,55276,240516,190930,1963710,426064,15762,64,0,442,468,2458742,29456,44,2018,0,0,2512230,1860,260,0,0,0,0,0,0,0,0,22918,43132,6616,0,0,78634,11596,125420,16314,0,0,0,0,2262620,966.14,1156,437476,618060,459340,192782,358656,254688,204950,144582,222800,3522,0,0
pos,2220448,,,,,0,0,0,230312,7087954,71327916,52587900,5498208,54078,0,50286360,267330,396,,141190,249634,101043124,82017598,39376748,18678642,,0,0,0,,,0,0,0,0,2558594,57169792,56704372,17601852,2751754,0,77126,47852,77068,214880,44374722,91203606,791100,10,0,0,42341558,24455686,11311382,10493990,11070534,16758932,18997660,1356580,40,0,140573922,,,,,50286360,2205968,19770048,19532520,515400,499100,476800,9520,2220447.33,140573922,140573922,138947200,1002003,,,28640,136786384,1209600,,,,,124510239.4,0.0,12216607.68,0,0,0,1710,1244272,27286132,53748940,16987426,2346768,1441880,3385142,30344094,,,140573922,106496,23394,8110702,6108298,32520246,85703584,4062432,150942,268,0,,,,,,,,,,,,,,,,,,,,1351474,,,,,,,,,,,,,,37148.98,50194,13015460,25556478,20150044,9753888,17783952,13460014,12725610,9373838,14560586,406494,,
neg,14,32,30,0,0,0,0,0,0,3342,2382,1124,0,0,0,2172,0,0,0,712,2248,4650,3010,4444,854,0,0,0,0,18,40,0,0,0,0,0,0,0,1740,5108,0,62,14,8,896,36,4300,64,1468,0,0,5524,434,128,88,48,22,4,354,86,160,9830,4,20,16,0,2172,138,2252,2158,,,,4300,14.58,9830,9830,12056,25,0,888,9620,6896,1209600,334,2,2,0,2366.4,25.92,3571.2,0,14,0,0,2588,1464,2056,356,384,0,0,0,0,6,9830,948,4,16,256,332,716,4192,376,8,0,42,118,2876,346,0,0,0,0,2876,46,20,0,0,0,26,0,0,0,0,178,0,0,1360,272,64,16,7380,744,11190,12,0,0,0,92.48,42,4592,1812,418,12,4,4,6,0,0,0,0,0
neg,85580,1006,952,0,0,0,0,0,0,252616,2949986,1973394,166952,8280,286,2410540,0,0,0,0,0,4791506,4133686,924286,545738,0,0,0,0,3370,556,0,0,0,0,0,130038,2540930,2131870,548676,0,3772,736,1486,47358,2820810,2473806,3544,2,0,0,1541602,1455096,544564,411060,324868,262798,287980,496302,27244,0,5717112,256,102,894,26,2410540,70752,542138,378900,188800,173340,243780,114620,85580.65,5717112,5717112,5724062,35310,47606,79922,863620,5351514,1209600,153524,0,100,0,4822047.36,0.0,524846.4,0,0,0,0,20062,1208980,2711852,1233234,151728,21324,4240,94,38,48,5717112,9048,1280,47168,320360,170464,3000912,1756052,45834,396,0,1518,1634,2721268,79142,0,13990,0,56,4858780,3596,392,0,0,0,0,0,0,0,0,39736,81538,15632,0,0,174162,29674,7053260,954258,0,0,0,0,6871870,2383.8,2674,565708,933256,718244,381308,779442,715330,563082,315388,372394,7362,0,0
